X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Vta1,534.0371231,0.544573866,0.13357243,4.076993045,4.56E-05,0.000116131,1
Vsx1,0.836192461,3.580178007,2.772078413,1.291513974,0.196525513,0.286581412,1
Vstm5,0.13086516,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Vstm4,58.93770334,0.167434519,0.291217852,0.574945929,0.565327866,0.67659938,1
Vstm2l,0.67745758,3.256072496,2.998765696,1.085804236,0.277565612,0.384567393,1
Vstm2b,7.681429413,1.238553374,0.803961969,1.540562142,0.123423388,0.191691984,1
Vstm2a,1.553898209,2.363112381,2.293032443,1.030562123,0.302746206,0.413546834,1
Vsnl1,1.605670984,0.134803719,1.753841588,0.07686197,0.938733352,0.965237426,1
Vsig8,0.55563749,3.011991367,3.523498934,0.854829652,0.39264546,0.509994345,1
Vsig4,4.997999356,1.173343244,1.032676867,1.136215289,0.255866473,0.359641372,1
Vsig2,11.96150978,-0.498869418,0.641312285,-0.777888448,0.436634779,0.554993619,1
Vsig10l,67.99295018,-1.236260236,0.301010958,-4.107027341,4.01E-05,0.000102512,1
Vsig10,91.12284461,-0.688840136,0.246138008,-2.798593124,0.005132577,0.010453013,1
Vrk3,459.22928,0.422448886,0.138563047,3.048784626,0.002297691,0.004895069,1
Vrk2,716.0581872,0.634693529,0.131992367,4.808562372,1.52E-06,4.41E-06,1
Vrk1,1028.207922,0.383672995,0.118425371,3.239787154,0.00119619,0.002643299,1
Vps9d1,554.4854934,-0.729697476,0.135728556,-5.376152937,7.61E-08,2.44E-07,1
Vps8,503.9609966,-0.706780336,0.137248096,-5.149654923,2.61E-07,8.04E-07,1
Vps72,647.573482,0.512256418,0.129375939,3.959441165,7.51E-05,0.000187438,1
Vps54,674.0498206,-0.725826314,0.123512817,-5.876526262,4.19E-09,1.47E-08,1
Vps53,364.3216831,-0.409773122,0.141444423,-2.897060994,0.003766765,0.007795826,1
Vps52,539.0295816,-0.35654485,0.126754182,-2.812884319,0.004909931,0.01002122,1
Vps51,691.8774337,-0.054379637,0.122128965,-0.44526405,0.656128945,0.755951414,1
Vps4b,1908.719303,0.191042024,0.100590558,1.899204338,0.057537615,0.096824081,1
Vps4a,715.3063937,0.503426153,0.110140179,4.570776609,4.86E-06,1.35E-05,1
Vps45,405.3825047,0.636471744,0.15349685,4.146480825,3.38E-05,8.70E-05,1
Vps41,922.3835671,-0.384744084,0.108229296,-3.554897788,0.000378126,0.000880392,1
Vps39,1398.35022,-0.259368775,0.115643942,-2.242821976,0.024908297,0.045123687,1
Vps37d,20.52886348,0.769139051,0.494599741,1.555073704,0.119928517,0.186828241,1
Vps37c,277.5716174,-0.908583826,0.165393908,-5.493454015,3.94E-08,1.29E-07,1
Vps37b,1137.350172,-0.292733805,0.126412378,-2.315705236,0.020574368,0.03786246,1
Vps37a,616.5557695,-0.757034286,0.122829516,-6.163292914,7.12E-10,2.63E-09,1
Vps36,382.2184168,0.805123702,0.140898088,5.714227296,1.10E-08,3.76E-08,1
Vps35,3738.298985,0.257014301,0.111661154,2.301734223,0.021350165,0.039205113,1
Vps33b,187.6998863,0.24247984,0.209825374,1.155626867,0.247833814,0.350382177,1
Vps33a,908.9723972,-0.538035453,0.106903882,-5.032889756,4.83E-07,1.46E-06,1
Vps29,1287.872316,1.510755123,0.112681401,13.4073158,5.48E-41,9.46E-40,1
Vps28,1832.544152,1.509988753,0.105398575,14.32646272,1.50E-46,3.19E-45,1
Vps26b,925.7619176,-0.431512296,0.113462909,-3.803113274,0.000142889,0.000347516,1
Vps26a,1458.609716,0.20855787,0.108018045,1.930768798,0.053511651,0.090860052,1
Vps25,1043.406603,1.041864309,0.11286803,9.230818584,2.69E-20,1.80E-19,1
Vps18,1255.884993,-0.495217218,0.10856155,-4.561626259,5.08E-06,1.41E-05,1
Vps16,589.6902341,0.129616331,0.137135424,0.945170306,0.344571936,0.459041552,1
Vps13d,1030.182948,-2.18331302,0.112345052,-19.43399351,3.98E-84,3.91E-82,1
Vps13c,478.5391034,-3.151411642,0.155847069,-20.22118002,6.37E-91,8.45E-89,1
Vps13b,645.6163872,-2.048314671,0.132964258,-15.40500209,1.51E-53,4.28E-52,1
Vps13a,223.9942971,-2.109514867,0.20429607,-10.32577312,5.39E-25,4.49E-24,1
Vps11,1096.431855,-0.244472686,0.103302306,-2.366575302,0.017953522,0.033416233,1
Vpreb3,2.380942236,3.101251265,1.725432498,1.797376175,0.07227592,0.119237352,1
Vpreb1,11.50799851,2.709110183,0.736394595,3.678883848,0.000234257,0.000557996,1
Vprbp,194.3509408,-1.284597627,0.187517825,-6.850536093,7.36E-12,3.08E-11,1
Vopp1,146.3830768,-0.253567328,0.216105296,-1.173350828,0.240655147,0.341913646,1
Vnn3,36.81521912,-0.443652799,0.382398308,-1.160185045,0.245973474,0.348158118,1
Vnn1,0.751179681,0.021168423,2.699604351,0.007841306,0.993743607,0.9956797,1
Vmp1,1654.817021,0.734294893,0.123563602,5.942647185,2.80E-09,9.99E-09,1
Vmn2r77,0.246122542,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Vmn2r57,3.033588889,2.82100404,1.440810908,1.957928014,0.05023846,0.085739834,1
Vmn2r29,20.58874243,-0.328223984,0.498661361,-0.65821018,0.510403084,0.624922498,1
Vmac,222.1397403,0.588513786,0.172477811,3.412113025,0.000644614,0.001467043,1
Vma21,791.2631178,0.220425256,0.14771847,1.492198341,0.135647157,0.208331937,1
Vldlr,110.6673947,1.131705289,0.252945663,4.474104335,7.67E-06,2.10E-05,1
Vkorc1l1,521.1206037,-0.339936404,0.123053932,-2.762499335,0.005736068,0.011611022,1
Vkorc1,1466.769127,1.882238125,0.102148186,18.42654476,8.05E-76,5.62E-74,1
Vit,20.1428731,2.037047461,0.534998793,3.80757394,0.000140337,0.000341652,1
Vipr2,3.374528096,1.196184285,1.261452277,0.948259642,0.342997291,0.457230934,1
Vipr1,191.3471931,-1.261269365,0.206308365,-6.113515389,9.75E-10,3.57E-09,1
Vipas39,657.6163697,0.269996979,0.118772175,2.273234281,0.023012065,0.041975254,1
Vimp,2549.721156,1.711994598,0.107741214,15.88987659,7.45E-57,2.33E-55,1
Vim,2836.91362,0.28540687,0.104331701,2.735571913,0.006227198,0.012524505,1
Vill,78.14013223,1.050545506,0.283612938,3.704152258,0.000212099,0.000507834,1
Vil1,34.98668998,-0.333183546,0.390750772,-0.852675337,0.393839371,0.511166874,1
Vhl,1571.656635,0.351157531,0.102595697,3.422731575,0.000619953,0.001413192,1
Vgll4,431.9969445,-0.238358871,0.155455319,-1.533295047,0.125203175,0.19386891,1
Vgll3,7.819615609,-1.313495872,0.883947704,-1.485942966,0.137294208,0.210290613,1
Vgf,0.856631061,-1.469918026,2.571007571,-0.571728392,0.567505996,0.678154081,1
Vezt,331.1050031,0.434125713,0.158292046,2.742561761,0.006096198,0.012284325,1
Vezf1,448.9813069,-1.114416626,0.150375592,-7.410887718,1.25E-13,5.88E-13,1
Veph1,0.402205818,2.533302285,3.672670425,0.6897712,0.490338083,0.606834945,1
Vegfc,131.1102801,-1.821620459,0.253007536,-7.199866396,6.03E-13,2.70E-12,1
Vegfb,282.8081434,-0.514308457,0.161760454,-3.179444945,0.001475574,0.003220417,1
Vegfa,87.83127865,-0.887110533,0.27914841,-3.177917197,0.001483371,0.003235354,1
Vdr,1.828188986,-1.692190254,1.82610526,-0.926666327,0.354099806,0.469266579,1
Vdac3,2082.263011,1.401865398,0.118485737,11.83151184,2.68E-32,3.18E-31,1
Vdac2,3837.604736,1.102670851,0.091951968,11.99181356,3.92E-33,4.87E-32,1
Vdac1,1384.122553,0.382547472,0.107081347,3.572494003,0.000353598,0.00082532,1
Vcpkmt,122.0471526,1.332945555,0.214030572,6.227827847,4.73E-10,1.77E-09,1
Vcpip1,863.5954692,-1.152843922,0.117057812,-9.848500498,6.96E-23,5.26E-22,1
Vcp,4140.367896,-0.053099608,0.084059712,-0.631689151,0.527590018,0.641936493,1
Vcl,720.690658,-1.51795211,0.11565652,-13.12465665,2.38E-39,3.85E-38,1
Vcan,64.29882109,-0.416020355,0.296624019,-1.402517423,0.160760791,0.241119876,1
Vcam1,1803.037584,1.003321359,0.115492095,8.687359595,3.71E-18,2.22E-17,1
Vbp1,991.0985086,0.951293794,0.147685531,6.441347265,1.18E-10,4.59E-10,1
Vax1,2.156279165,1.628426377,1.749426272,0.930834528,0.351939166,0.466877166,1
Vav3,78.99889058,-1.13544329,0.268536097,-4.228270627,2.35E-05,6.16E-05,1
Vav2,1005.902408,-1.235133702,0.129811072,-9.514856349,1.82E-21,1.29E-20,1
Vav1,5176.651196,0.009782602,0.106924003,0.091491172,0.92710232,0.956174627,1
Vaultrc5,1.151285201,1.787604677,2.084582638,0.85753601,0.391148723,0.509180407,1
Vat1l,236.0847893,0.412911594,0.220399968,1.873464852,0.061004222,0.102201644,1
Vat1,647.3221482,0.032457317,0.116239802,0.279227223,0.780070453,0.849280635,1
Vasp,3390.863753,-0.081804159,0.121055082,-0.675759809,0.499193156,0.615556971,1
Vasn,131.5871803,-0.850141915,0.220136095,-3.861892419,0.000112512,0.000277294,1
Vash2,4.865725949,-0.772577207,1.088998423,-0.709438316,0.478052517,0.595495396,1
Vash1,620.7043903,-1.161250184,0.135428368,-8.574645061,9.94E-18,5.81E-17,1
Vars2,225.9963028,-0.897708723,0.177665602,-5.052799818,4.35E-07,1.32E-06,1
Vars,979.4533855,-0.862598134,0.125727783,-6.860839481,6.85E-12,2.88E-11,1
Vapb,1725.717935,0.514698721,0.092510336,5.563688803,2.64E-08,8.73E-08,1
Vapa,1896.666331,0.66641605,0.092388063,7.213226786,5.46E-13,2.46E-12,1
Vangl2,102.5177685,-1.152232636,0.279276231,-4.125781237,3.69E-05,9.48E-05,1
Vangl1,119.0423405,-0.483567903,0.254182716,-1.902442109,0.05711338,0.096224678,1
Vamp8,3407.82777,2.051229642,0.106637455,19.23554573,1.87E-82,1.71E-80,1
Vamp5,242.306637,1.215443535,0.165941195,7.324543719,2.40E-13,1.10E-12,1
Vamp4,270.2274728,0.578306879,0.196921073,2.936744504,0.003316772,0.006920205,1
Vamp3,1770.599598,0.203646882,0.090925224,2.239718241,0.025109221,0.045448868,1
Vamp2,424.2149025,-1.328397198,0.140998561,-9.421352902,4.45E-21,3.10E-20,1
Vamp1,62.36184178,-1.018128301,0.306694599,-3.319681222,0.000901203,0.002019851,1
Vac14,555.7752097,-0.823451237,0.155450722,-5.297185009,1.18E-07,3.72E-07,1
Uxt,139.7124369,1.781661334,0.214364982,8.311345074,9.46E-17,5.29E-16,1
Uxs1,410.2825632,0.779840904,0.144695414,5.389534334,7.06E-08,2.27E-07,1
Uvssa,185.9359355,-1.659943742,0.210831924,-7.873303593,3.45E-15,1.77E-14,1
Uvrag,908.2461126,-0.164761453,0.109951714,-1.498489168,0.134006205,0.206110141,1
Uty,391.4242817,-0.248647016,0.151365408,-1.642693795,0.100446303,0.159509143,1
Utrn,1462.645622,-2.27248636,0.123172503,-18.44962398,5.25E-76,3.70E-74,1
Utp6,637.6246682,-0.199364105,0.123314974,-1.616706376,0.105941677,0.167234322,1
Utp3,639.8632815,1.025860982,0.134061509,7.652166439,1.98E-14,9.70E-14,1
Utp23,264.6705817,1.027382098,0.173690753,5.915007437,3.32E-09,1.18E-08,1
Utp20,300.7594411,-1.714020579,0.173828334,-9.860421166,6.18E-23,4.69E-22,1
Utp18,321.3352959,0.590544307,0.151558993,3.89646496,9.76E-05,0.000241894,1
Utp15,269.7766701,-0.512862391,0.154944128,-3.309982743,0.000933017,0.002087572,1
Utp14b,24.81996868,-1.236123019,0.503697758,-2.454096727,0.014123898,0.026805712,1
Utp14a,412.8406595,0.640400259,0.139161673,4.601843639,4.19E-06,1.17E-05,1
Utp11l,633.7180206,1.310129232,0.126316098,10.37183109,3.33E-25,2.81E-24,1
Ust,163.9828162,-0.658953875,0.19628958,-3.357049691,0.00078779,0.001775508,1
Uspl1,484.1322513,-0.046064661,0.130060785,-0.354177941,0.723205534,0.802768076,1
Usp9x,1641.593358,-1.479717946,0.124565559,-11.87902948,1.52E-32,1.83E-31,1
Usp8,2119.872278,-0.742500889,0.09168329,-8.098541032,5.56E-16,2.97E-15,1
Usp7,1045.189768,-0.992894241,0.10527804,-9.431161918,4.06E-21,2.84E-20,1
Usp6nl,293.5605166,-1.093545208,0.18492375,-5.913492499,3.35E-09,1.19E-08,1
Usp54,258.187902,-0.665398781,0.210726332,-3.157644211,0.001590495,0.003454793,1
Usp53,105.3719331,-1.926729603,0.26384657,-7.302462186,2.83E-13,1.30E-12,1
Usp5,839.8952014,-0.071992314,0.119790913,-0.600983101,0.547851242,0.661357183,1
Usp49,74.94740024,-1.725664431,0.291883006,-5.912178491,3.38E-09,1.20E-08,1
Usp48,839.8785709,-1.045012775,0.111661718,-9.358738071,8.07E-21,5.53E-20,1
Usp47,924.3131791,-0.747774578,0.112794014,-6.62955905,3.37E-11,1.35E-10,1
Usp46,205.9712183,-0.578365944,0.189826031,-3.046821039,0.002312754,0.004925303,1
Usp45,324.000147,-1.246996856,0.186093586,-6.700912601,2.07E-11,8.41E-11,1
Usp43,16.32137388,-1.41806015,0.633203289,-2.239502187,0.025123259,0.04546458,1
Usp42,228.5799178,-1.466688725,0.178247915,-8.228363999,1.90E-16,1.05E-15,1
Usp40,353.1539445,-0.638329331,0.164215373,-3.887147209,0.000101429,0.000250762,1
Usp4,1296.429499,-0.008625837,0.10329762,-0.083504701,0.933450239,0.960794761,1
Usp39,647.7737914,0.60474234,0.121216617,4.988939275,6.07E-07,1.82E-06,1
Usp38,520.509267,-0.624826658,0.133446663,-4.682220162,2.84E-06,8.03E-06,1
Usp37,233.1691688,-1.325811904,0.176698468,-7.50324505,6.23E-14,2.97E-13,1
Usp36,298.3369827,-1.92629906,0.160212827,-12.02337603,2.68E-33,3.35E-32,1
Usp35,431.1081642,-2.023111822,0.14129106,-14.31875326,1.67E-46,3.56E-45,1
Usp34,740.7742,-2.117055911,0.123862457,-17.09199028,1.70E-65,7.43E-64,1
Usp33,801.7006229,-0.59426961,0.109216995,-5.441182585,5.29E-08,1.71E-07,1
Usp32,577.6497776,-0.9725561,0.125092854,-7.774673541,7.56E-15,3.80E-14,1
Usp31,192.3808274,-1.863731032,0.194194836,-9.597222397,8.21E-22,5.95E-21,1
Usp30,437.0080343,0.18603818,0.1309101,1.421114035,0.155283611,0.234084043,1
Usp3,490.175309,-0.033630037,0.132017826,-0.254738605,0.798924997,0.860587504,1
Usp29,0.342962461,0.75458595,3.945035179,0.191274834,0.848310276,0.896332089,1
Usp28,173.8095656,-0.882576614,0.195604039,-4.512057215,6.42E-06,1.77E-05,1
Usp27x,27.34737014,-0.818324796,0.459225124,-1.781968699,0.074754336,0.122682124,1
Usp25,914.0627272,-0.979593186,0.106323659,-9.213313322,3.16E-20,2.10E-19,1
Usp24,1678.279867,-1.92442544,0.106671466,-18.04067676,9.34E-73,5.62E-71,1
Usp22,1170.151571,-1.19185066,0.111911636,-10.64992617,1.75E-26,1.55E-25,1
Usp21,690.479006,-0.342097637,0.155065274,-2.206152462,0.027373326,0.04920067,1
Usp20,208.6030086,-0.304207035,0.173538948,-1.752961156,0.079608675,0.129870117,1
Usp2,1443.634891,-0.391451929,0.10327141,-3.790515972,0.000150335,0.000365258,1
Usp19,1462.512618,-0.946520115,0.098989051,-9.561866758,1.16E-21,8.32E-21,1
Usp18,212.3655156,1.175880746,0.189652766,6.200177137,5.64E-10,2.10E-09,1
Usp16,428.2174222,-0.068385548,0.169704738,-0.402967816,0.686971901,0.771173445,1
Usp15,652.6275065,-0.387171314,0.126011374,-3.072510856,0.002122661,0.004538703,1
Usp14,607.0475304,0.033869881,0.143180164,0.236554282,0.813002591,0.870777341,1
Usp12,1685.970571,-0.6952007,0.09680397,-7.181530875,6.89E-13,3.09E-12,1
Usp11,194.6415535,-0.989990339,0.186440563,-5.309951463,1.10E-07,3.47E-07,1
Usp10,384.4677201,-1.01896824,0.149656049,-6.808734083,9.85E-12,4.09E-11,1
Usp1,413.4954985,-0.342642833,0.146577588,-2.337620898,0.019406923,0.035912647,1
Uso1,1145.395087,-0.571544858,0.103458124,-5.524407691,3.31E-08,1.09E-07,1
Usmg5,783.5099581,2.650854338,0.157406506,16.84081811,1.23E-63,5.04E-62,1
Ushbp1,238.1756576,-0.807930163,0.167956091,-4.810365361,1.51E-06,4.37E-06,1
Ush2a,0.371067305,0.754586127,3.828976276,0.197072552,0.843770762,0.893859776,1
Ush1g,0.250913904,-1.085504064,4.039347368,-0.268732536,0.788135512,0.853293117,1
Ush1c,0.216993322,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Usf2,2213.971777,0.308878488,0.094843539,3.256716175,0.001127091,0.002498088,1
Usf1,1790.586031,0.710526509,0.125829505,5.646740073,1.64E-08,5.51E-08,1
Use1,2219.767942,2.279083773,0.116434913,19.5738865,2.58E-85,2.69E-83,1
Usb1,228.9120552,0.557301628,0.166728411,3.342571465,0.00083006,0.00186681,1
Uros,220.6745854,0.652239514,0.169923342,3.838433892,0.000123822,0.000303535,1
Urod,625.9647358,1.490266943,0.124175794,12.00126765,3.50E-33,4.35E-32,1
Urm1,486.5585301,1.072457729,0.140492149,7.633577675,2.28E-14,1.12E-13,1
Uri1,336.5262475,-0.07527414,0.142214206,-0.52930113,0.596596572,0.703847092,1
Urgcp,739.1406879,-0.524903031,0.135803598,-3.865162912,0.000111015,0.000273843,1
Urb2,127.8215675,-1.654135728,0.230628067,-7.172308861,7.37E-13,3.29E-12,1
Urb1,182.8982082,-1.680850784,0.204709049,-8.210925672,2.19E-16,1.20E-15,1
Urah,0.55563749,3.011991367,3.523498934,0.854829652,0.39264546,0.509994345,1
Uqcrq,1662.338943,2.398016189,0.105170498,22.8012249,4.46E-115,1.51E-112,1
Uqcrh,2754.883506,2.28254412,0.138236007,16.51193615,3.01E-61,1.12E-59,1
Uqcrfs1,1483.157779,1.472204765,0.102539091,14.35749775,9.56E-47,2.08E-45,1
Uqcrc2,2809.140067,1.211014823,0.109602297,11.04917371,2.21E-28,2.18E-27,1
Uqcrc1,2629.311942,1.13812103,0.102927091,11.05754591,2.02E-28,1.99E-27,1
Uqcrb,1556.732203,2.167147795,0.139694872,15.51343844,2.81E-54,8.09E-53,1
Uqcr11,1362.74998,2.515377651,0.118093097,21.29995496,1.14E-100,2.57E-98,1
Uqcr10,1358.490518,2.441259955,0.132020177,18.49156699,2.41E-76,1.73E-74,1
Uqcc3,599.6491172,1.884414933,0.125889637,14.96878519,1.17E-50,3.00E-49,1
Uqcc2,628.8695019,2.147656922,0.134413709,15.97796039,1.82E-57,5.81E-56,1
Uqcc1,519.7073219,0.33826695,0.136072138,2.485938385,0.012921033,0.024755346,1
Uprt,25.94221874,-0.867248605,0.452808393,-1.915266187,0.055458565,0.093848881,1
Upp2,0.779088862,0.118809959,2.499311393,0.047537077,0.96208518,0.974662583,1
Upp1,129.8573965,2.893226836,0.26447091,10.9396789,7.45E-28,7.16E-27,1
Upk3bl,0.25193828,-1.090612287,4.038886421,-0.270027966,0.787138738,0.853035219,1
Upk1b,1440.594613,0.755461975,0.10509394,7.188444719,6.55E-13,2.94E-12,1
Upk1a,1.183985744,0.409914928,2.283866905,0.179482844,0.857558587,0.902539127,1
Upf3b,222.0524749,0.047131161,0.197829199,0.238241684,0.811693649,0.869649805,1
Upf3a,253.1189617,0.701564649,0.159428694,4.400491733,1.08E-05,2.93E-05,1
Upf2,337.2481837,-0.766736906,0.193379035,-3.964943294,7.34E-05,0.000183382,1
Upf1,1111.66642,-1.154634935,0.122727826,-9.408094075,5.05E-21,3.51E-20,1
Upb1,7.870593488,0.022590268,0.799642132,0.028250473,0.977462382,0.98364842,1
Uox,7.222319981,2.810557063,1.064801415,2.639512893,0.008302526,0.016406867,1
Unkl,316.9264114,-1.157727426,0.159274709,-7.268746158,3.63E-13,1.65E-12,1
Unk,565.9245387,-1.417538087,0.144211606,-9.829570108,8.40E-23,6.33E-22,1
Ung,17.90930275,0.459461579,0.563584856,0.815248271,0.414930212,0.533306622,1
Unc93b1,15684.63058,-0.030465682,0.126059291,-0.241677403,0.80903014,0.867508088,1
Unc80,5.703059902,-0.340024958,0.93405649,-0.3640304,0.715835308,0.796044887,1
Unc79,21.77963204,-3.006355982,0.627996176,-4.787220208,1.69E-06,4.88E-06,1
Unc5cl,31.17468367,0.569282607,0.405172061,1.405039145,0.160009638,0.240056893,1
Unc5c,2.396626444,-1.505736344,1.522265164,-0.989141958,0.322593692,0.435197843,1
Unc5b,282.7127857,-2.168351525,0.179488365,-12.08073585,1.34E-33,1.68E-32,1
Unc5a,13.07711309,-1.499209533,0.660684097,-2.269177569,0.02325753,0.042382977,1
Unc50,1513.154029,1.533539608,0.11262615,13.61619487,3.21E-42,5.76E-41,1
Unc45b,35.70621796,-1.045981329,0.402942059,-2.595860389,0.00943544,0.018450149,1
Unc45a,291.9830889,-0.403094683,0.160157957,-2.516857047,0.011840686,0.022835032,1
Unc13d,375.1415422,-0.928154325,0.144042785,-6.44360164,1.17E-10,4.53E-10,1
Unc13c,5.01764502,-2.336375671,1.155604946,-2.021777148,0.04319938,0.074825135,1
Unc13b,237.9763838,-0.867529323,0.179313693,-4.838053969,1.31E-06,3.83E-06,1
Unc13a,32.3902675,-0.938802412,0.423168651,-2.218506522,0.026520315,0.047768655,1
Unc119b,672.4450759,-0.229033287,0.122000733,-1.877310735,0.060475518,0.10137594,1
Unc119,221.5636012,1.396181942,0.181088886,7.709926159,1.26E-14,6.26E-14,1
Umps,587.4229332,0.580007338,0.126487274,4.585499536,4.53E-06,1.26E-05,1
Umodl1,6.014847653,-1.777348721,1.133316535,-1.568272116,0.11681764,0.182316735,1
Umad1,264.7833793,0.590263872,0.168376815,3.50561252,0.000455558,0.001051159,1
Ulk4,50.18610762,0.395035014,0.329392513,1.199283527,0.230417718,0.329049066,1
Ulk3,171.1479708,-0.86825372,0.199159489,-4.359590012,1.30E-05,3.50E-05,1
Ulk2,2786.678974,-1.007462009,0.110928443,-9.08208914,1.07E-19,6.89E-19,1
Ulk1,512.0652426,-1.372346343,0.130877206,-10.48575522,1.00E-25,8.67E-25,1
Ulbp1,13.5577224,-2.048254796,0.725747272,-2.822270059,0.0047685,0.009751322,1
Uimc1,462.4893662,0.054838298,0.142017418,0.386137833,0.699394592,0.781706113,1
Uhrf2,841.2005226,0.04445836,0.114044364,0.389833904,0.696659371,0.779345028,1
Uhrf1bp1l,249.4332762,-1.015453927,0.17026143,-5.964086686,2.46E-09,8.79E-09,1
Uhrf1bp1,682.7096193,-1.637406111,0.132357526,-12.37108426,3.75E-35,5.01E-34,1
Uhrf1,67.77311782,-1.296773851,0.312617035,-4.148122805,3.35E-05,8.64E-05,1
Uhmk1,190.0757169,-1.916667233,0.205362035,-9.333113751,1.03E-20,7.02E-20,1
Ugt8a,48.82974868,-0.43942763,0.346097174,-1.269665467,0.204203819,0.296504364,1
Ugt3a2,0.216993322,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Ugt2b5,0.433986643,2.626668995,3.901392682,0.673264449,0.500779066,0.615556971,1
Ugt2b34,1.084966608,3.948760847,2.758833077,1.431315609,0.152339782,0.230198419,1
Ugt2a3,0.433986643,2.626668995,3.901392682,0.673264449,0.500779066,0.615556971,1
Ugt2a2,0.433986643,2.626668995,3.901392682,0.673264449,0.500779066,0.615556971,1
Ugt1a9,1.518953251,4.434268036,2.475970682,1.790921059,0.073305964,0.120561635,1
Ugt1a7c,2591.425226,0.432062948,0.086150316,5.015221878,5.30E-07,1.59E-06,1
Ugt1a6b,7.011636448,2.806682968,2.978213611,0.942404855,0.345985402,0.460418589,1
Ugt1a6a,13.31658885,1.251553247,0.693013714,1.805957403,0.070924993,0.117218731,1
