"","X","norm_foldChange","pvalue.adj.FDR","log2foldchange"
"250","BC147527",0.199569892473118,0.000884883819945035,-2.32503400575519
"251","Twf2",0.592108843537415,0.000928212446257647,-0.75606569336075
"252","Cblb",1.83466666666667,0.000964003163558615,0.875517969318857
"253","Otulinl",0.576236162361624,0.000969278380691726,-0.795267893565709
"254","Mtus1",0.520574162679426,0.000986686485984687,-0.941824385717905
"255","Cd180",0.429974160206718,0.00100480098695723,-1.21767813289068
"256","Fcrls",0.375652173913043,0.00103191008326328,-1.41253064366827
"257","Hmgb2",0.617942386831276,0.00105690596036799,-0.694455758549631
"258","Ncf2",0.732272202998847,0.00106772152149447,-0.449548062609684
"259","BC028528",0.615164179104478,0.00115575397587337,-0.700956597005242
"260","Hsd11b1",2.39930735930736,0.00123013501574732,1.26261798353594
"261","Rnpep",0.605490196078431,0.00128256381584252,-0.723824494478141
"262","Plekha1",2.3409009009009,0.00138314883243374,1.22706386106035
"263","H2-DMb1",0.647231638418079,0.0015292176829082,-0.627645962593466
"264","Hist1h2ae",0.392638036809816,0.00153483914513474,-1.34872815423108
"265","Haus8",0.359298245614035,0.00160148947977617,-1.47674620393947
"266","Fam20c",6.61333333333333,0.00163393890026159,2.72537761989099
"267","Jade2",3.53523809523809,0.00167776539377095,1.82180738257409
"268","Sp110",0.567794871794872,0.00172093956753289,-0.81655827588761
"269","Irf2bp2",1.6801037613489,0.00172093956753289,0.748550335004553
"270","Ifit2",0.148405797101449,0.00173474757247345,-2.7523806465529
"271","Ahnak",0.571038343129023,0.00175235273312018,-0.808340474369524
"272","Ptpro",0.47536231884058,0.00175678689484504,-1.07290054704745
"273","Haao",0.330884353741497,0.0018002081385537,-1.5956010211675
"274","Rassf4",0.669737373737374,0.00181604489064947,-0.578332617055142
"275","Traf1",2.94787878787879,0.00182204840902404,1.55967720431041
"276","Tnfrsf21",0.510194003527337,0.00183385127071315,-0.970882152301765
"277","Ninj1",1.89765079365079,0.00195567452969997,0.924214531547656
"278","Chordc1",0.420152671755725,0.00195884935679186,-1.25101443661008
"279","Bin2",0.700289855072464,0.00196301749273717,-0.513975907227814
"280","Ppp1r11",0.547905282331512,0.00197981621203326,-0.868001582214923
"281","Ptgir",0.209717514124294,0.00204331208046557,-2.25348074473015
"282","Lims1",0.634699792960663,0.00210588146236931,-0.655853722874316
"283","Hsp90aa1",0.652549019607843,0.00210588146236931,-0.615841813605129
"284","Cd300lg",0.250114942528736,0.00210588146236931,-1.99933684437311
"285","Antxr2",3.5751724137931,0.0021472205422224,1.83801281798233
"286","Dhx58",0.35326164874552,0.0021645756498909,-1.50119096090901
"287","Arhgef37",0.397575757575758,0.0021645756498909,-1.33069830451509
"288","Irf8",0.616149068322981,0.0021714476184469,-0.698648662615105
"289","Midn",1.77100529100529,0.00218083114756881,0.824568522251143
"290","Sbno2",1.42077834179357,0.00221245623772239,0.506681494665826
"291","Hist1h1e",0.641815602836879,0.00222286728830702,-0.639769232251483
"292","Rbm26",2.05061224489796,0.00224129073737574,1.03605471500169
"293","Ctsd",1.56732343679712,0.00226696631877174,0.648302928702279
"294","Usp18",0.242424242424242,0.00239709366779642,-2.04439411935846
"295","Parp14",0.554112554112554,0.00240154344335787,-0.851749041416058
"296","Evi2a",0.583213429256595,0.00240950209460962,-0.77790415488844
"297","C1qb",1.8989010989011,0.00242465265033863,0.925164767077411
"298","Znhit1",0.612242874845105,0.00242915180990671,-0.707824015784425
"299","Gapt",0.298082191780822,0.002539364867159,-1.7462179074044
"300","Tmed10",1.35775246772969,0.00265916197794651,0.441220485378225
"301","Hist1h1c",0.574426229508197,0.00269654741425566,-0.799806467736437
"302","Crtc3",1.95817543859649,0.00284694604727818,0.969510025950097
"303","Il1b",2.18568507157464,0.00287604052751756,1.12808554263445
"304","Slc15a3",1.46765432098765,0.00287758651798086,0.553512207879243
"305","Kpna4",0.708427672955975,0.00290527184220322,-0.497307526421783
"306","Nupr1",0.662349206349206,0.00295250251499961,-0.594336053930927
"307","Ethe1",0.472,0.00321132590562722,-1.08314123530025
"308","Rps25",1.26087192787452,0.0032939934412745,0.334421742435462
"309","Eif1",1.28764730119489,0.00333542221467122,0.364737479711604
"310","Myl6",0.770966273536106,0.00333542221467122,-0.375260345079684
"311","Gramd4",0.379259259259259,0.00333542221467122,-1.39874369193819
"312","Dipk1a",0.505587668593449,0.00337696323323868,-0.983966818627159
"313","Nucks1",1.38378378378378,0.0037411411965231,0.468618539483684
"314","Krtcap2",0.650491803278688,0.00375154351496988,-0.620397216950737
"315","Fam129a",0.641226053639847,0.00388145665199538,-0.641095050097667
"316","Sec62",0.702933333333333,0.00388145665199538,-0.508540225262555
"317","Aip",0.534531835205993,0.00398552258224496,-0.903652221541973
"318","Ndufb1-ps",0.759080800593032,0.00398552258224496,-0.397674632948267
"319","Ost4",0.74036469730124,0.00410955414598772,-0.433691989849972
"320","Cyp39a1",0.0371014492753623,0.00414895478063036,-4.75238064655289
"321","Xbp1",0.69677863910422,0.00428280783439836,-0.521227698463189
"322","Cdkn1a",1.94694736842105,0.00428968825846357,0.961213884395004
"323","Trim30d",0.22,0.00440441748179982,-2.18442457113743
"324","Rps27l",0.727011732229124,0.00448091529268175,-0.459949448910027
