"","X","norm_foldChange","pvalue.adj.FDR","log2foldchange"
"1","Cst3",0.548367520330137,3.66635938116033e-05,-0.866784971702964
"2","Rbm3",3.02245989304813,3.66635938116033e-05,1.59572319555894
"3","Jun",0.392727272727273,0.0007863297873687,-1.34840030624855
"4","C1qb",0.639094810768631,0.0007863297873687,-0.645898121650568
"5","C1qc",0.574938574938575,0.00171979448668944,-0.798520264682842
"6","Ptpn22",2.85870755750274,0.00334881591292779,1.51536304147303
"7","mt-Nd5",1.98930481283422,0.00391388937385645,0.992264351220391
"8","Ctss",0.576751117734724,0.00391388937385645,-0.793979200055774
"9","C1qa",0.432541980312681,0.00481106498512703,-1.20908793473969
"10","Gm11808",1.81005586592179,0.00681263238001888,0.85603422562037
"11","Ttr",4.509977827051,0.00774072255691135,2.17312034060212
"12","Btg1",2.02095808383234,0.0104916080791331,1.01503939946414
"13","Hexb",0.330578512396694,0.0104916080791331,-1.59693514238723
"14","Crlf3",1.35469448584203,0.0104916080791331,0.437967527993927
"15","Gh",0,0.0104916080791331,-8.96578428466209
"16","Gimap6",2.06643356643357,0.0124998193322599,1.04714298339915
"17","mt-Atp6",1.6781455690165,0.0150412605982492,0.746867866307726
"18","Gimap5",2.23008849557522,0.0159630484242312,1.15710096108473
"19","Rpl12",2.1253529079616,0.0305375789038347,1.08770241597662
"20","Zfp36l1",2.35777126099707,0.0456762777343032,1.23742376215476
"21","Pycard",0.382058470164197,0.0456762777343032,-1.3881346499227
"22","Pdcd4",2.10011041589989,0.0476760371947666,1.07046518135974
